ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
50_MSC,RM,50.0,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,LwQ,264.0,Unf,0.0,475.0,739.0,5,1,SBrkr,874,468,0,1342,0.0,0.0,2,0,2,2,3,7,Typ,1,4,Detchd,1939.0,Unf,1.0,240.0,3,3,1,0,0,0,0,0,0,0,Apr,2008,WD ,105000
20_MSC,RL,68.87899941826643,10530,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1971,1971,Hip,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,282.0,LwQ,35.0,664.0,981.0,3,1,SBrkr,981,0,0,981,1.0,0.0,1,1,3,1,3,5,Typ,0,0,Detchd,1979.0,Unf,2.0,576.0,3,3,1,0,312,40,0,0,0,0,Mar,2007,WD ,143250
20_MSC,RL,75.0,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1099.0,1099.0,5,1,SBrkr,1099,0,0,1099,0.0,0.0,1,1,3,1,4,6,Typ,0,0,Attchd,1999.0,Unf,1.0,352.0,3,3,1,278,0,0,0,0,0,0,Jun,2008,WD ,144000
60_MSC,RL,68.87899941826643,8880,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,695.0,Unf,0.0,253.0,948.0,5,1,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,Typ,2,2,Attchd,1994.0,RFn,2.0,463.0,3,3,1,0,130,0,0,0,0,0,May,2010,WD ,205000
85_MSC,RL,82.0,8410,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,2,ALQ,924.0,Unf,0.0,46.0,970.0,3,1,SBrkr,1026,0,0,1026,1.0,0.0,1,0,2,1,3,5,Typ,1,1,Attchd,1974.0,Unf,2.0,528.0,3,3,1,193,0,0,0,0,0,0,Apr,2007,WD ,143000
120_MSC,FV,42.0,4385,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,GLQ,964.0,Unf,0.0,455.0,1419.0,5,1,SBrkr,1419,0,0,1419,1.0,0.0,1,1,2,1,5,5,Typ,1,3,Attchd,2001.0,Fin,2.0,588.0,3,3,1,155,58,0,0,0,0,0,Sep,2008,WD ,290000
20_MSC,RL,100.0,12919,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,3,GLQ,2188.0,Unf,0.0,142.0,2330.0,5,1,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,5,11,Typ,2,4,Attchd,2009.0,Fin,3.0,820.0,3,3,1,0,67,0,0,0,0,0,Mar,2010,New,611657
20_MSC,RL,82.0,12464,IR2,Low,Corner,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,GLQ,732.0,Unf,0.0,308.0,1040.0,4,1,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,4,6,Typ,0,0,Detchd,2000.0,Unf,2.0,576.0,3,3,1,168,0,0,0,0,0,0,Nov,2009,WD ,152000
120_MSC,RL,43.0,5005,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,ALQ,263.0,Unf,0.0,1017.0,1280.0,5,1,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,Typ,0,0,Attchd,1992.0,RFn,2.0,506.0,3,3,1,0,82,0,0,144,0,0,Jan,2010,WD ,191500
60_MSC,RL,76.0,9591,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,2,Unf,0.0,Unf,0.0,1143.0,1143.0,5,1,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3.0,852.0,3,3,1,192,151,0,0,0,0,0,Oct,2007,WD ,317000
50_MSC,RL,70.0,6960,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,ALQ,258.0,Unf,0.0,422.0,680.0,5,1,FuseA,798,504,0,1302,0.0,0.0,1,1,2,1,4,6,Typ,2,4,Attchd,1940.0,Unf,1.0,224.0,3,3,1,0,0,0,0,126,0,0,Jul,2007,WD ,165250
20_MSC,RL,75.0,9825,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,5,1966,1966,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,Rec,609.0,Unf,0.0,483.0,1092.0,3,1,SBrkr,1092,0,0,1092,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,Unf,1.0,264.0,3,3,1,259,0,0,0,161,0,0,Apr,2008,COD,123000
20_MSC,RL,88.0,14175,Reg,Lvl,Inside,Sawyer,PosA,1Fam,1Story,6,8,1956,1956,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,3,GLQ,776.0,Unf,0.0,212.0,988.0,3,1,FuseA,1188,0,0,1188,1.0,0.0,1,0,1,1,3,4,Typ,1,3,Attchd,1956.0,Unf,2.0,621.0,3,3,1,102,89,231,0,0,0,0,Jun,2008,WD ,185000
20_MSC,RL,74.0,7400,Reg,Lvl,Corner,NAmes,Artery,1Fam,1Story,7,6,1962,1962,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,LwQ,809.0,Unf,0.0,236.0,1045.0,4,1,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1962.0,Unf,2.0,528.0,3,3,1,0,0,0,0,0,0,0,Mar,2006,WD ,120000
20_MSC,RL,88.0,10738,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1Story,6,7,1966,1966,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,ALQ,792.0,Unf,0.0,301.0,1093.0,4,1,SBrkr,1093,0,0,1093,1.0,0.0,2,0,3,1,3,6,Typ,1,2,Attchd,1966.0,RFn,2.0,484.0,3,3,1,224,0,0,0,0,0,400,Nov,2007,WD ,158500
60_MSC,RL,65.0,8366,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,798.0,798.0,5,1,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2.0,520.0,3,3,1,138,45,0,0,0,0,0,Dec,2008,WD ,173000
90_MSC,RL,70.0,9842,Reg,Lvl,FR2,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,None,0.0,None,0.0,0.0,0.0,3,1,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,6,Typ,0,0,CarPort,1962.0,Unf,2.0,462.0,3,3,1,0,0,0,0,0,0,0,Mar,2007,WD ,101800
70_MSC,RL,60.0,7200,Reg,Lvl,Inside,SWISU,Feedr,1Fam,2Story,7,9,1936,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4,4,0,ALQ,350.0,BLQ,210.0,0.0,560.0,5,1,SBrkr,575,560,0,1135,1.0,0.0,1,0,3,1,4,6,Typ,0,0,Detchd,1971.0,RFn,2.0,576.0,3,3,1,256,0,0,0,0,0,0,Apr,2009,WD ,155000
30_MSC,RL,60.0,10230,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,1925,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,Unf,0.0,Unf,0.0,1054.0,1054.0,5,1,SBrkr,1078,0,0,1078,0.0,0.0,1,0,3,1,5,6,Typ,0,0,Detchd,1987.0,Unf,1.0,264.0,3,3,0,0,0,0,0,112,0,0,Dec,2009,WD ,125000
20_MSC,RM,52.0,8626,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,6,1956,1956,Gable,MetalSd,MetalSd,None,1.0,3,3,CBlock,0,0,0,None,0.0,None,0.0,0.0,0.0,4,1,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1956.0,Unf,1.0,331.0,2,3,1,0,0,0,0,0,0,0,May,2007,WD ,104500
60_MSC,RL,74.0,8834,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,0,GLQ,1170.0,Unf,0.0,292.0,1462.0,5,1,SBrkr,1462,762,0,2224,1.0,0.0,2,1,4,1,5,10,Typ,1,4,Attchd,2004.0,Fin,3.0,738.0,3,3,1,184,0,0,0,0,0,0,Jun,2009,WD ,350000
90_MSC,RL,60.0,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,None,0.0,None,0.0,0.0,0.0,4,0,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,Unf,2.0,400.0,3,3,1,0,0,0,0,0,0,0,Jul,2006,WD ,93500
60_MSC,RL,68.0,9179,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4,3,0,GLQ,633.0,Unf,0.0,240.0,873.0,5,1,SBrkr,882,908,0,1790,1.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,RFn,2.0,588.0,3,3,1,0,88,0,0,0,0,0,Jun,2008,WD ,193000
70_MSC,RL,79.0,11526,IR1,Bnk,Inside,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,5,3,0,Unf,0.0,Unf,0.0,588.0,588.0,2,1,SBrkr,1423,748,384,2555,0.0,0.0,2,0,3,1,3,11,Min1,1,4,Detchd,1993.0,Fin,2.0,672.0,3,3,1,431,0,0,0,0,0,0,Sep,2008,WD ,191000
30_MSC,RM,70.0,5684,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,Unf,0.0,Unf,0.0,813.0,813.0,5,1,FuseA,813,0,0,813,0.0,0.0,1,0,2,1,4,5,Typ,0,0,Detchd,1932.0,Unf,1.0,270.0,2,2,0,0,113,0,0,0,0,0,Jun,2006,WD ,110000
60_MSC,RL,68.87899941826643,11885,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,2,GLQ,990.0,Unf,0.0,309.0,1299.0,5,1,SBrkr,1299,573,0,1872,1.0,0.0,2,1,3,1,5,7,Typ,1,3,BuiltIn,2001.0,RFn,2.0,531.0,3,3,1,160,122,0,0,0,0,0,Nov,2009,WD ,261500
20_MSC,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,Rec,504.0,Unf,0.0,546.0,1050.0,4,1,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1956.0,Unf,1.0,338.0,3,3,1,0,0,0,0,0,0,0,Jun,2009,WD ,128900
60_MSC,RL,114.0,17242,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,9,5,1993,1994,Hip,MetalSd,MetalSd,BrkFace,738.0,4,4,PConc,5,3,3,Rec,292.0,GLQ,1393.0,48.0,1733.0,5,1,SBrkr,1933,1567,0,3500,1.0,0.0,3,1,4,1,5,11,Typ,1,3,Attchd,1993.0,RFn,3.0,959.0,3,3,1,870,86,0,0,210,0,0,May,2006,WD ,584500
20_MSC,RL,75.0,10215,Reg,Bnk,Inside,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,0,ALQ,492.0,Unf,0.0,372.0,864.0,5,1,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1954.0,Unf,1.0,248.0,3,3,1,0,0,0,0,0,0,0,Feb,2007,WD ,111000
50_MSC,RL,60.0,8550,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,5,5,1926,1950,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,2,3,0,Unf,0.0,Unf,0.0,750.0,750.0,3,1,SBrkr,960,356,0,1316,0.0,0.0,1,0,4,1,3,7,Typ,0,0,Detchd,1965.0,Unf,2.0,576.0,3,3,1,0,0,0,0,0,0,0,Oct,2007,ConLw,90000
60_MSC,RL,68.87899941826643,18450,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1965,1979,Flat,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,0,LwQ,187.0,Rec,723.0,111.0,1021.0,3,1,SBrkr,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,Sev,1,1,CarPort,1965.0,Unf,2.0,596.0,3,3,1,0,265,0,0,0,0,0,Aug,2007,WD ,129000
20_MSC,RL,68.87899941826643,14778,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,HdBoard,HdBoard,BrkFace,72.0,4,3,CBlock,3,3,0,BLQ,728.0,Unf,0.0,568.0,1296.0,5,1,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,4,7,Typ,1,4,Detchd,1993.0,Unf,2.0,924.0,3,3,1,108,0,0,216,0,0,0,Nov,2008,WD ,224000
160_MSC,FV,30.0,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,GLQ,390.0,Unf,0.0,210.0,600.0,5,1,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,4,5,Typ,0,0,Detchd,2005.0,RFn,2.0,480.0,3,3,1,0,166,0,0,0,0,0,May,2008,WD ,165000
70_MSC,RM,52.0,3068,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,8,1920,1993,Gable,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0,Unf,0.0,Unf,0.0,662.0,662.0,5,1,SBrkr,662,662,0,1324,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Detchd,1920.0,Unf,1.0,180.0,3,3,1,0,0,112,0,0,0,0,Feb,2010,WD ,122000
20_MSC,RL,68.0,8298,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,GLQ,583.0,Unf,0.0,963.0,1546.0,5,1,SBrkr,1564,0,0,1564,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2006.0,RFn,2.0,502.0,3,3,1,132,0,0,0,0,0,0,Sep,2007,New,267300
60_MSC,RL,104.0,13518,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860.0,5,3,PConc,5,3,0,Unf,0.0,Unf,0.0,1926.0,1926.0,5,1,SBrkr,1966,1174,0,3140,0.0,0.0,3,1,4,1,5,11,Typ,2,4,BuiltIn,2009.0,Fin,3.0,820.0,3,3,1,144,78,0,0,0,0,0,Jul,2009,New,485000
50_MSC,RM,90.0,33120,IR3,Lvl,Inside,OldTown,RRAn,1Fam,1.5Fin,6,5,1962,1962,Gable,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Unf,0.0,Unf,0.0,1595.0,1595.0,3,1,SBrkr,1611,875,0,2486,0.0,0.0,2,0,5,1,3,8,Typ,1,4,Detchd,1962.0,Unf,2.0,576.0,3,3,1,0,0,0,0,0,0,0,Oct,2006,WD ,220000
60_MSC,RL,68.87899941826643,13142,IR1,Lvl,Corner,CollgCr,PosN,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,BrkFace,128.0,3,3,PConc,4,3,0,GLQ,688.0,Unf,0.0,176.0,864.0,5,1,SBrkr,872,899,0,1771,1.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,1997.0,Unf,1.0,472.87841796875,3,3,1,0,96,0,0,0,0,0,Jul,2008,WD ,215700
20_MSC,RL,107.0,11362,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,1,GLQ,1039.0,Unf,0.0,797.0,1836.0,5,1,SBrkr,1836,0,0,1836,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2004.0,Fin,3.0,862.0,3,3,1,125,185,0,0,0,0,0,Mar,2009,WD ,280000
20_MSC,RL,92.0,10845,IR1,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,504.0,4,3,PConc,4,3,1,GLQ,1149.0,Unf,0.0,454.0,1603.0,5,1,SBrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,4,7,Typ,1,3,Attchd,2003.0,Fin,3.0,732.0,3,3,1,216,28,0,0,0,0,0,Jun,2008,WD ,284000
180_MSC,RM,21.0,1936,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,BLQ,131.0,GLQ,499.0,0.0,630.0,4,1,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,3,3,Typ,0,0,None,0.0,None,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Dec,2007,WD ,84500
20_MSC,RL,80.0,9760,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,7,1963,1984,Hip,Wd Sdng,Wd Sdng,BrkFace,218.0,3,3,CBlock,3,3,3,BLQ,717.0,LwQ,263.0,415.0,1395.0,3,1,SBrkr,1395,0,0,1395,1.0,0.0,1,0,2,1,3,7,Min1,1,3,Attchd,1963.0,RFn,2.0,440.0,3,3,1,657,0,113,0,240,0,0,May,2010,WD ,192000
70_MSC,RM,66.0,3960,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,8,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,Unf,0.0,Unf,0.0,502.0,502.0,3,0,SBrkr,502,502,0,1004,0.0,0.0,1,0,2,1,4,5,Typ,1,1,Detchd,1930.0,Unf,1.0,200.0,2,3,0,280,0,68,0,0,0,0,Jul,2006,WD ,105000
20_MSC,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,24.0,Unf,0.0,1836.0,1860.0,5,1,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,Typ,1,4,Attchd,2004.0,Fin,2.0,484.0,3,3,1,120,33,0,0,0,0,0,Oct,2006,WD ,216837
20_MSC,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1960,1960,Gable,MetalSd,MetalSd,BrkFace,203.0,2,2,CBlock,3,3,0,Rec,658.0,Unf,0.0,638.0,1296.0,3,1,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,1960.0,RFn,2.0,450.0,3,3,1,0,22,0,0,0,0,0,Feb,2008,WD ,141500
20_MSC,RL,57.0,9764,IR1,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,BLQ,702.0,Unf,0.0,192.0,894.0,5,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,4,5,Typ,0,0,Attchd,1967.0,RFn,2.0,450.0,3,3,1,0,0,0,0,0,0,0,May,2008,WD ,130000
20_MSC,RL,60.0,8430,Reg,HLS,Inside,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,Gable,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,0,Rec,616.0,Unf,0.0,424.0,1040.0,3,1,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,3,5,Typ,0,0,None,0.0,None,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Aug,2009,WD ,124000
70_MSC,RM,50.0,9060,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,5,6,1923,1999,Gable,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,0,ALQ,548.0,Unf,0.0,311.0,859.0,5,1,SBrkr,942,886,0,1828,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Detchd,1978.0,None,0.0,0.0,0,0,1,174,0,212,0,0,0,0,Mar,2007,WD ,150909
20_MSC,RL,66.0,12778,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1952,2003,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,GLQ,658.0,Unf,0.0,350.0,1008.0,5,1,FuseA,1008,0,0,1008,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1952.0,RFn,1.0,280.0,3,3,1,0,154,0,0,0,0,0,Jan,2006,WD ,139500
20_MSC,RL,60.0,8172,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1955,1955,Gable,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,682.0,Unf,0.0,182.0,864.0,3,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1996.0,Unf,2.0,528.0,3,3,0,196,0,0,0,0,0,0,Oct,2007,COD,79275
20_MSC,RL,64.0,9037,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,2,GLQ,428.0,Unf,0.0,1048.0,1476.0,5,1,SBrkr,1484,0,0,1484,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2006.0,RFn,2.0,472.0,3,3,1,120,33,0,0,0,0,0,Dec,2007,WD ,265900
30_MSC,RL,52.0,6292,Reg,Bnk,Inside,SWISU,Norm,1Fam,1Story,6,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,Rec,384.0,Unf,0.0,384.0,768.0,3,0,SBrkr,790,0,0,790,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1925.0,Unf,1.0,160.0,2,3,1,0,141,0,0,0,0,0,Apr,2008,WD ,91000
60_MSC,RL,85.0,11900,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,5,6,1977,1977,Gable,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,0,ALQ,400.0,Unf,0.0,722.0,1122.0,5,1,SBrkr,946,988,0,1934,1.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1977.0,Unf,2.0,567.0,3,3,0,0,176,0,0,200,0,0,Jul,2009,WD ,185000
20_MSC,RL,70.0,7945,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,ALQ,179.0,BLQ,506.0,465.0,1150.0,5,1,FuseA,1150,0,0,1150,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,RFn,1.0,300.0,3,3,1,0,0,0,0,0,0,0,May,2006,WD ,141000
60_MSC,RL,134.0,16659,IR1,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1582.0,1582.0,5,1,SBrkr,1582,570,0,2152,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Detchd,2007.0,Unf,2.0,728.0,3,3,1,0,368,0,0,0,0,0,Jun,2007,New,260116
30_MSC,RL,50.0,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,Rec,344.0,Unf,0.0,328.0,672.0,3,1,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1941.0,Unf,1.0,234.0,3,3,0,0,113,0,0,0,0,0,Aug,2009,WD ,113000
80_MSC,RL,68.87899941826643,11454,IR2,Lvl,Corner,SawyerW,Norm,1Fam,SLvl,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,3,GLQ,770.0,Unf,0.0,631.0,1401.0,5,1,SBrkr,1511,0,0,1511,1.0,0.0,2,0,3,1,4,6,Typ,1,2,Attchd,1995.0,Fin,3.0,811.0,3,3,1,168,42,0,0,0,0,0,Feb,2008,WD ,225000
30_MSC,RL,80.0,8480,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,BLQ,700.0,Unf,0.0,93.0,793.0,3,1,SBrkr,793,0,0,793,1.0,0.0,1,0,2,1,2,4,Typ,0,0,Detchd,1945.0,Unf,1.0,240.0,3,3,1,0,0,0,0,0,0,0,Aug,2009,WD ,113000
80_MSC,RL,65.0,6305,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,6,1975,1975,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,2,ALQ,528.0,Unf,0.0,480.0,1008.0,3,1,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,3,5,Typ,1,2,Detchd,1975.0,Unf,1.0,352.0,3,3,1,0,0,0,0,0,0,0,Jun,2010,WD ,125200
60_MSC,RL,82.0,9709,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,120.0,5,3,PConc,5,3,3,GLQ,778.0,Unf,0.0,140.0,918.0,5,1,SBrkr,958,1142,0,2100,1.0,0.0,2,1,3,1,5,8,Typ,2,4,BuiltIn,2007.0,Fin,3.0,786.0,3,3,1,172,104,0,0,0,0,0,Sep,2007,New,319500
